frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
78,5.0,958.3368126354038 688.9528753883656 1416.45318873767 1044.0321291658765,1134.335693359375 929.1148681640625 1223.432861328125 976.6148071289062,0.6308652758598328,SPF-787,0.9631757140159607
79,5.0,956.6989877379733 686.3325705897962 1415.8520202957275 1041.9334517512293,1130.67724609375 928.393798828125 1221.05078125 976.1846923828125,0.6554631590843201,SPF-787,0.9776817560195923
80,5.0,954.8500543857866 684.0644597494038 1414.1418128361079 1041.555492661338,1125.1107177734375 923.9492797851562 1220.226806640625 973.6290893554688,0.6490231156349182,SPF-787,0.9903817772865295
81,5.0,953.3262822975347 682.5854344651883 1411.847156395826 1042.0560980409089,1127.1060791015625 923.3599853515625 1221.84375 974.20849609375,0.6806475520133972,SPF-787,0.983742892742157
82,5.0,951.4049524104568 679.7805432819545 1409.504128561628 1041.6324613982665,1124.1763916015625 921.63818359375 1220.842529296875 972.88818359375,0.673378586769104,SPF-787,0.9710121154785156
83,5.0,950.7372651152026 678.2353997661119 1410.040706200125 1042.9211047279102,1124.6949462890625 922.0036010742188 1219.2572021484375 973.3851928710938,0.6692913770675659,SPF-787,0.9777957797050476
84,5.0,948.8895517661916 674.1479154954128 1407.4302920037326 1038.623622935558,1123.5771484375 921.451904296875 1218.0245361328125 972.7554931640625,0.6734523773193359,SPF-787,0.9808503985404968
85,5.0,947.2677945750017 670.9778925157477 1406.7455977037937 1033.1746314193983,1121.9110107421875 922.1735229492188 1213.36962890625 972.2501220703125,0.626628577709198,SPF-787,0.9795556664466858
86,5.0,944.7809062873489 667.0671483006324 1406.3133010520128 1027.8545231401185,1125.0955810546875 914.12890625 1215.6536865234375 968.031982421875,0.6826736927032471,SPF-787,0.9846951365470886
86,2.0,811.9114883453874 295.4238988084884 1044.5218422626442 519.9174264876907,923.1611938476562 418.6925048828125 971.8588256835938 454.49957275390625,0.45317915081977844,S,0.6541479825973511
87,5.0,944.0328574826251 660.2577965329007 1406.9438043663974 1021.2474648653127,1121.2086181640625 906.3377685546875 1214.4539794921875 959.47021484375,0.6682054996490479,SPF-787,0.9725507497787476
88,5.0,944.1927321540088 650.9653228915563 1406.3531062285733 1011.4131935160885,1122.968017578125 896.8544921875 1211.9599609375 948.098388671875,0.6506296396255493,SPF-787,0.9770774245262146
89,5.0,941.4404994403864 643.817658756557 1404.8281680055643 1004.2425007541174,1121.138427734375 895.1284790039062 1207.367431640625 943.2782592773438,0.6691260933876038,SPF-787,0.9794119596481323
90,5.0,938.2773555510837 640.3773038055004 1402.9273319656315 1001.2437270519569,1110.08154296875 887.5618896484375 1207.842041015625 940.8487548828125,0.6758862137794495,SPF-787,0.972140908241272
91,5.0,936.6180797772474 638.6271724707537 1402.0066425562793 1001.6962896906496,1115.070556640625 887.9776611328125 1209.125244140625 938.826416015625,0.6628791689872742,SPF-787,0.9898232221603394
92,5.0,936.3122006021352 635.464372910521 1401.4247580385286 996.9133147034984,1113.272216796875 886.8623657226562 1202.524169921875 938.7672729492188,0.6884929537773132,SPF-787,0.9648884534835815
93,5.0,937.7999984317543 631.7209297216194 1401.1695066746759 990.7730207454387,1112.35205078125 887.3477783203125 1202.17041015625 939.142822265625,0.6904816627502441,SPF-787,0.9716209173202515
94,5.0,937.3075590657834 629.683317305563 1399.5682559483232 989.763452247856,1113.3782958984375 884.4765014648438 1201.5904541015625 934.6492309570312,0.6797733306884766,SPF-787,0.9809533357620239
95,5.0,935.4633800565929 627.0872062851831 1397.8725014433378 990.0696587150283,1108.99365234375 880.893310546875 1201.359375 932.7542724609375,0.6902088522911072,SPF-787,0.9853444695472717
96,5.0,932.9729175373548 627.6817278899973 1396.225887295877 996.9923538234098,1107.314208984375 878.1644897460938 1203.3153076171875 928.4271240234375,0.6767033338546753,SPF-787,0.9835304021835327
97,5.0,930.3682535321153 626.4315064896604 1394.7581403337447 1000.1353543569365,1107.124267578125 877.730224609375 1203.0833740234375 927.6077880859375,0.6769099235534668,SPF-787,0.968561589717865
98,5.0,930.4629842501914 623.3357842387483 1394.5348040458186 999.7884694787243,1106.2183837890625 878.0068359375 1203.6622314453125 926.7526245117188,0.6695536971092224,SPF-787,0.9722319841384888
99,5.0,930.3203100150417 621.3520039152529 1393.7489985786497 997.5719540099631,1106.466064453125 876.42041015625 1203.4412841796875 925.8321533203125,0.6624836921691895,SPF-787,0.9893636703491211
100,5.0,929.8971496846062 620.9856134634142 1394.170613359281 998.8970323657695,1106.7255859375 876.1781005859375 1202.698486328125 925.0562744140625,0.6586216688156128,SPF-787,0.968418538570404
101,5.0,928.6966446124992 619.7959532794143 1392.8752873584622 997.6473661288505,1106.48193359375 878.4752197265625 1202.3333740234375 928.341796875,0.6754004955291748,SPF-787,0.9654080271720886
102,5.0,929.8809583043753 621.9523105235182 1394.5266100996655 1001.6298536330498,1107.060546875 879.3187866210938 1202.9471435546875 930.6154174804688,0.6751903295516968,SPF-787,0.9654110074043274
103,5.0,930.0111321479741 622.0379545464501 1396.5916059691426 1004.165414530791,1108.21337890625 885.1484985351562 1202.0791015625 933.9336547851562,0.6822639107704163,SPF-787,0.9578527212142944
104,5.0,928.6007514052868 624.1522743654139 1397.397370997221 1007.7535347691992,1107.7657470703125 885.4813842773438 1202.841796875 936.8988647460938,0.6915585398674011,SPF-787,0.9769156575202942
105,5.0,925.5390009148127 626.0348632183616 1396.6082995401493 1012.4490283138834,1105.5267333984375 885.0877075195312 1198.6171875 937.131591796875,0.6899204254150391,SPF-787,0.9806393980979919
105,2.0,818.5058588450343 239.28818083155275 1049.6260601662013 462.4771977520197,926.53369140625 363.41729736328125 975.7337646484375 396.9693603515625,0.4602545201778412,S,0.5300846695899963
106,5.0,921.7649181082118 626.1079999558045 1396.683177151601 1012.8933430436474,1105.41259765625 887.1425170898438 1196.4306640625 939.3997192382812,0.6959919929504395,SPF-787,0.9628661274909973
107,5.0,918.7929672776276 623.0383041682574 1395.9483976412655 1007.9768367398894,1101.64794921875 886.4754638671875 1196.00048828125 938.62939453125,0.6979765295982361,SPF-787,0.9840514063835144
107,74.0,87.65376506779916 464.43335173682374 733.3016334638546 956.5973913924271,416.1259460449219 691.029052734375 511.5194091796875 742.45751953125,0.5277455449104309,T,0.5635458827018738
107,2.0,817.164349520119 241.47297025649658 1048.4980437684062 464.3145555232099,926.767822265625 364.4716796875 976.25244140625 398.03289794921875,0.46317628026008606,S,0.6723117232322693
108,5.0,916.0815030966619 622.3477820639736 1392.470726543902 1002.0715230369332,1100.232421875 886.6217041015625 1196.351806640625 939.5194091796875,0.6718941330909729,SPF-787,0.979563295841217
109,5.0,913.931433220334 621.9528591818785 1388.8884270662575 999.1267403491672,1100.8134765625 886.9257202148438 1195.336181640625 940.0713500976562,0.6977834701538086,SPF-787,0.970781147480011
109,2.0,813.9456626538718 241.79735728673336 1046.7242483701355 464.3411963175655,926.8568115234375 364.7288818359375 976.3758544921875 397.61737060546875,0.44142210483551025,S,0.514128565788269
110,5.0,908.8469775822332 624.8757148254942 1384.7023436573227 999.3195582633064,1102.5347900390625 886.4403076171875 1194.683349609375 940.46337890625,0.7039301991462708,SPF-787,0.9819709062576294
111,5.0,906.0414825842995 618.1899732407064 1382.111747650748 993.7221690765168,1102.25048828125 886.943115234375 1197.389404296875 941.6467895507812,0.6985241174697876,SPF-787,0.9820583462715149
112,5.0,903.65756892189 620.305219949617 1380.6561564396106 992.6492305886651,1101.5555419921875 886.7244873046875 1193.5008544921875 942.1025390625,0.7003018856048584,SPF-787,0.9825271368026733
113,5.0,902.4178576215461 619.2795214594914 1379.2380700212673 991.5874615957539,1101.0087890625 889.8103637695312 1192.036865234375 943.8755493164062,0.692376971244812,SPF-787,0.9886699914932251
114,5.0,900.9542210600034 626.6272608308293 1377.274741825936 996.9861335912271,1100.3580322265625 891.6068115234375 1189.163818359375 944.8346557617188,0.6668265461921692,SPF-787,0.9802617430686951
115,5.0,902.8764818201973 631.2154109614843 1377.6993730979468 1000.5714862290425,1101.8140869140625 893.91064453125 1189.0880126953125 945.9459228515625,0.648337185382843,SPF-787,0.9722054600715637
116,5.0,902.8539477574606 632.1604755763834 1376.7707206653727 1001.6849064945394,1101.6024169921875 894.9376831054688 1189.3209228515625 946.1735229492188,0.6582823395729065,SPF-787,0.9753692746162415
117,5.0,904.3592905325892 637.5608309400415 1378.693501678813 1006.4268925527721,1099.933349609375 894.9651489257812 1190.18896484375 946.5353393554688,0.6520512700080872,SPF-787,0.9723061919212341
118,5.0,903.3234314903818 641.071893969764 1378.306956424023 1009.9734037305093,1097.476318359375 896.8767700195312 1190.723876953125 948.2283325195312,0.6780659556388855,SPF-787,0.9825094938278198
119,5.0,899.3617119917294 641.1482591667657 1374.378690975233 1009.1180568818759,1092.0009765625 899.5310668945312 1187.656005859375 949.2266235351562,0.6725144982337952,SPF-787,0.9822944402694702
120,5.0,896.5063275048076 643.0184440323385 1372.6618900316873 1012.2021536249458,1099.067138671875 897.9600219726562 1192.026123046875 949.0409545898438,0.6807312965393066,SPF-787,0.9823774695396423
121,5.0,893.7665812981577 642.1745704424898 1369.7618488073877 1009.2255630638301,1093.065185546875 903.1461181640625 1186.86376953125 952.469970703125,0.6984071731567383,SPF-787,0.9805459976196289
122,5.0,893.4900599057429 646.0670247521829 1370.679669087443 1012.861497288763,1090.3525390625 906.7567749023438 1186.006103515625 957.0093383789062,0.6580036282539368,SPF-787,0.987922728061676
123,5.0,898.9311062798128 650.7293724798184 1374.7604112011763 1017.8134698732678,1093.1524658203125 911.39501953125 1186.5791015625 960.9869384765625,0.6827625632286072,SPF-787,0.9820515513420105
124,5.0,897.3219009512754 658.2036592347259 1374.1511155183434 1033.0603934766043,1093.694580078125 910.9581298828125 1188.888427734375 962.9688720703125,0.6964532732963562,SPF-787,0.9856152534484863
125,5.0,897.0520977154384 660.3427205411294 1374.2359263449562 1040.6087572046124,1094.2110595703125 912.4237060546875 1187.9266357421875 963.788818359375,0.6966119408607483,SPF-787,0.9838584661483765
125,2.0,814.6864948994181 241.2269967108786 1048.273110042882 465.98693370971404,924.3829345703125 365.98699951171875 976.2724609375 401.8125,0.3901122808456421,S,0.6304366588592529
126,5.0,898.0546583457069 660.2822473416933 1373.8232404572138 1041.9909919359015,1090.696044921875 914.6751708984375 1188.2818603515625 965.4078369140625,0.6867283582687378,SPF-787,0.9694016575813293
127,5.0,897.3342797685857 658.9978691240855 1372.6576787318456 1038.8378025397517,1091.492431640625 915.9122314453125 1184.341552734375 967.3187255859375,0.6878436207771301,SPF-787,0.9794954657554626
128,5.0,896.9774088650066 660.6786805046681 1370.7986977259036 1041.642363089361,1092.2796630859375 916.6565551757812 1182.3143310546875 967.6708374023438,0.6798608899116516,SPF-787,0.9683188796043396
129,5.0,895.0434711288118 660.4793229910435 1369.530426931683 1040.8711509607274,1091.8531494140625 918.623291015625 1183.723876953125 968.009765625,0.6915240287780762,SPF-787,0.9611218571662903
130,5.0,896.6157211148798 662.3820801761138 1371.5192487016766 1045.4807353107562,1091.835205078125 918.4420166015625 1186.0283203125 971.7321166992188,0.6844549775123596,SPF-787,0.9622058868408203
131,5.0,896.6836958869694 664.4621990041779 1372.3639557778215 1052.6185187687547,1085.8648681640625 920.0244140625 1185.7144775390625 973.1103515625,0.6582420468330383,SPF-787,0.9786220192909241
132,5.0,896.5168458799772 665.6517649363952 1372.9133684019193 1058.431212004233,1084.102783203125 921.025634765625 1183.9571533203125 973.801025390625,0.64881432056427,SPF-787,0.9707896113395691
133,5.0,895.830159937784 665.53252246912 1371.1350163598966 1062.1528410431652,1082.7071533203125 923.751220703125 1182.9410400390625 974.6405029296875,0.6407260894775391,SPF-787,0.9795415997505188
134,5.0,892.9559190152377 666.4985828571897 1368.1068286661348 1065.93034522658,1087.9862060546875 924.3012084960938 1182.8076171875 974.1923217773438,0.6562616229057312,SPF-787,0.9610220193862915
135,5.0,892.818020447516 666.2151390563893 1369.665118263519 1067.647215335788,1090.03271484375 922.2713012695312 1185.2164306640625 976.4525756835938,0.6766150593757629,SPF-787,0.9775673151016235
136,5.0,892.941814552172 665.0804721834322 1373.4574993531962 1068.6627628489978,1087.07666015625 923.2730712890625 1185.1007080078125 979.8539428710938,0.6930770874023438,SPF-787,0.9663367867469788
137,5.0,889.9168750718643 664.0366290632007 1372.068913315518 1068.0917229808426,1087.4622802734375 928.2733154296875 1183.94091796875 981.5359497070312,0.6998092532157898,SPF-787,0.9810915589332581
137,2.0,821.5527255049878 248.02511197367193 1051.3613784056613 470.16412555681126,928.922607421875 371.0710144042969 977.6079711914062 406.2996826171875,0.43505093455314636,S,0.525638222694397
138,5.0,887.8294591303719 663.4011060627232 1372.7687402432175 1068.4720601959875,1085.89453125 929.9425048828125 1183.27880859375 982.6395263671875,0.688291609287262,SPF-787,0.9676166772842407
139,5.0,888.7707453574004 664.2393677217123 1377.4123580899509 1069.8358383054465,1086.0697021484375 930.7527465820312 1183.0948486328125 984.1027221679688,0.7009298205375671,SPF-787,0.9846600294113159
140,5.0,888.3433179571725 664.0841652327908 1380.1652348965317 1070.612021331682,1086.3916015625 931.848876953125 1181.046142578125 984.2349853515625,0.6802033185958862,SPF-787,0.9677294492721558
141,5.0,887.6343682564941 665.7646122287365 1376.088107018172 1073.378972249319,1080.6993408203125 932.309814453125 1176.57763671875 987.12109375,0.6953758597373962,SPF-787,0.9768818020820618
142,5.0,888.5378249235363 664.8643798501403 1376.5274289955912 1073.9266358503921,1077.5130615234375 933.5344848632812 1177.0902099609375 987.3466186523438,0.702609121799469,SPF-787,0.9743538498878479
143,5.0,889.7616176657725 665.0973346801521 1380.6807965135804 1075.5536754156287,1078.5626220703125 936.050048828125 1180.0975341796875 991.2684326171875,0.7097340226173401,SPF-787,0.9744643568992615
144,5.0,891.0031727593937 664.2198968562654 1386.171968281832 1075.6266214374002,1079.4339599609375 937.47802734375 1178.28564453125 992.6041259765625,0.6897984743118286,SPF-787,0.96458899974823
145,5.0,889.1894370539844 665.7071068247216 1385.5292388938647 1076.76030396927,1078.1337890625 939.594970703125 1174.9259033203125 992.0926513671875,0.6993280053138733,SPF-787,0.9741250276565552
146,5.0,887.9415853482002 664.7525446339423 1387.8250129356015 1076.3278002993827,1079.16650390625 940.4672241210938 1172.2891845703125 992.4922485351562,0.6872705817222595,SPF-787,0.9751101732254028
146,2.0,817.2203047316282 246.84663730327267 1049.6187656733 470.44594118033206,927.344970703125 372.4474182128906 977.2891845703125 408.6995544433594,0.45762237906455994,S,0.5388806462287903
147,5.0,884.3401852069003 667.8378460571406 1387.04073016804 1077.6538067156532,1078.330810546875 942.1389770507812 1171.400146484375 994.7037963867188,0.6859385371208191,SPF-787,0.9690567851066589
148,5.0,880.8999283864663 668.5005692338117 1386.9649855233433 1077.401708986176,1077.8360595703125 943.2482299804688 1170.39111328125 996.4546508789062,0.6440790295600891,SPF-787,0.969489574432373
149,5.0,878.3486563158799 670.3214191362418 1389.6651070989665 1077.6837730381314,1075.775390625 946.82080078125 1172.2642822265625 997.918212890625,0.6747547388076782,SPF-787,0.9777167439460754
150,5.0,877.8825667284577 666.6532068932463 1392.0132168898722 1075.5742358458817,1075.169921875 948.158935546875 1172.55810546875 998.167236328125,0.6800097227096558,SPF-787,0.9638639092445374
150,66.0,282.71194380808663 488.4505670524918 737.2643531839283 898.2894987380794,468.9670715332031 744.4215087890625 533.774169921875 792.2589111328125,0.4718097746372223,SPF-9A9,0.9877012372016907
151,5.0,878.2182815176608 669.9450580974308 1394.528827345393 1077.2910963538482,1076.9447021484375 947.2208862304688 1171.10595703125 999.0254516601562,0.691511332988739,SPF-787,0.9551572799682617
151,66.0,280.1961393373667 495.5537036556452 737.9176571126591 902.6513897978471,469.117919921875 750.9569091796875 537.581298828125 794.331298828125,0.2268088310956955,SPF-9A9,0.9764628410339355
152,5.0,875.7307478495331 671.809573062642 1395.2276724893682 1077.5152352207306,1075.01806640625 950.6175537109375 1173.1270751953125 1004.1201171875,0.6953259110450745,SPF-787,0.9755370020866394
152,66.0,277.93548662660953 494.45369817539444 737.8414458840787 907.7549033128957,471.03204345703125 753.3826904296875 534.8175659179688 802.7589111328125,0.3193066716194153,SPF-9A9,0.9039318561553955
153,5.0,871.6058460332766 673.4351207589893 1393.9039588161127 1077.1629608248197,1073.344482421875 952.1511840820312 1171.724609375 1005.1561889648438,0.7008808255195618,SPF-787,0.9340071678161621
154,5.0,868.5676322427873 675.067700068519 1394.5804827011978 1076.8229522854745,1074.9658203125 954.7862548828125 1171.9918212890625 1008.210205078125,0.7102229595184326,SPF-787,0.9575915932655334
154,66.0,281.7070807575519 496.0717061285006 741.3425766835625 923.8419677127258,454.77471923828125 704.99609375 529.8457641601562 758.5364990234375,0.3435767590999603,SPF-9A9,0.6467287540435791
155,5.0,869.1293787792509 677.9842624390849 1396.4402790829786 1077.1611333041358,1074.846923828125 955.5296630859375 1167.807373046875 1009.9383544921875,0.7013408541679382,SPF-787,0.9780728220939636
